Materiał;"Natężenie pola
magnetycznego
A/m";"Współczynnik czułości
magnetosprężystej
%/M Pa"
"Permaloj 45% Ni
Stal transformatorowa 4,5% Si
Stal miękka
Stal o zawartości 0,7% C-ł-0,15% Si";"20
200
150
1600";"0,94
0,84
0,81
0,60"
